"disease","disease_hmdad_author_svd64_000","disease_hmdad_author_svd64_001","disease_hmdad_author_svd64_002","disease_hmdad_author_svd64_003","disease_hmdad_author_svd64_004","disease_hmdad_author_svd64_005","disease_hmdad_author_svd64_006","disease_hmdad_author_svd64_007","disease_hmdad_author_svd64_008","disease_hmdad_author_svd64_009","disease_hmdad_author_svd64_010","disease_hmdad_author_svd64_011","disease_hmdad_author_svd64_012","disease_hmdad_author_svd64_013","disease_hmdad_author_svd64_014","disease_hmdad_author_svd64_015","disease_hmdad_author_svd64_016","disease_hmdad_author_svd64_017","disease_hmdad_author_svd64_018","disease_hmdad_author_svd64_019","disease_hmdad_author_svd64_020","disease_hmdad_author_svd64_021","disease_hmdad_author_svd64_022","disease_hmdad_author_svd64_023","disease_hmdad_author_svd64_024","disease_hmdad_author_svd64_025","disease_hmdad_author_svd64_026","disease_hmdad_author_svd64_027","disease_hmdad_author_svd64_028","disease_hmdad_author_svd64_029","disease_hmdad_author_svd64_030","disease_hmdad_author_svd64_031","disease_hmdad_author_svd64_032","disease_hmdad_author_svd64_033","disease_hmdad_author_svd64_034","disease_hmdad_author_svd64_035","disease_hmdad_author_svd64_036","disease_hmdad_author_svd64_037","disease_hmdad_author_svd64_038","disease_hmdad_author_svd64_039","disease_hmdad_author_svd64_040","disease_hmdad_author_svd64_041","disease_hmdad_author_svd64_042","disease_hmdad_author_svd64_043","disease_hmdad_author_svd64_044","disease_hmdad_author_svd64_045","disease_hmdad_author_svd64_046","disease_hmdad_author_svd64_047","disease_hmdad_author_svd64_048","disease_hmdad_author_svd64_049","disease_hmdad_author_svd64_050","disease_hmdad_author_svd64_051","disease_hmdad_author_svd64_052","disease_hmdad_author_svd64_053","disease_hmdad_author_svd64_054","disease_hmdad_author_svd64_055","disease_hmdad_author_svd64_056","disease_hmdad_author_svd64_057","disease_hmdad_author_svd64_058","disease_hmdad_author_svd64_059","disease_hmdad_author_svd64_060","disease_hmdad_author_svd64_061","disease_hmdad_author_svd64_062","disease_hmdad_author_svd64_063"
"Ankylosing Spondylitis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Ankylosing spondylitis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Anorexia Nervosa","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Anorexia nervosa","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Anovulation","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Anti-N-methyl-D-aspartate receptor encephalitis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Antrochoanal polyps","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Aphthous stomatitis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Aphthous ulcer","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Appendicitis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Arsenic exposure","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Ascites","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Asthma","4.2210417","3.5098605","-0.64788663","-0.27293977","-1.2266908","-4.042786","-3.2648666","4.793094","11.249732","1.089478","4.1471157","-0.76609015","-6.085498","5.92193","-1.3944594","-0.6699411","-8.19136","-5.2833285","-5.2437787","-9.212016","-0.4116118","7.107544","-0.3665715","-6.6808243","-3.979465","-1.7659285","0.65624297","-10.000286","-2.9971359","1.3378897","-1.6551954","-6.131353","-4.4511657","-1.6282574","-2.8263707","-1.6342919","-0.52144355","3.2023277e-07","0.1803022","2.3841262","-3.216228","-3.3477159","4.182582","-3.2142277","6.413958","-6.245881","5.044744","-3.5438254","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-2.547907","0.0","0.0","0.0","0.0","0.0"
"Atherosclerosis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Atherosclerotic cardiovascular disease","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Atopic dermatitis","2.762887","9.777591","2.2865334","0.16889837","2.4686775","2.5676405","2.2230604","-7.770325","-4.6980577","4.6759477","1.7299045","1.623874","-2.4469903","-1.3136972","-0.34208626","-0.8611857","0.83323157","2.3782163","1.1024486","-0.27190614","0.9618725","3.3883352","-3.226243","2.9715512","-2.8826997","-0.38853425","7.060068","-10.074255","11.968741","5.92578","4.461379","0.15984267","1.6362869","-5.307706","5.948646","4.3111515","-9.022528","0.00021469728","-0.4384623","1.566935","0.80391526","-0.34281003","0.080447815","1.7790023","-5.551115","1.9012325","-5.3579583","-4.774116","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.382043","0.0","0.0","0.0","0.0","0.0"
"Atopic eczema","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Atopic sensitisation","3.4418368","11.430307","1.7928655","-0.04469738","2.2185886","0.8844357","2.5500731","1.212722","2.8121228","-0.047540337","-2.7266824","0.61947864","2.1281612","-1.873476","0.91176486","-1.1680514","1.4989177","2.1812978","-0.22800727","1.3509846","-1.7842116","-3.601465","2.788559","-1.0713886","0.13276234","0.7107376","-2.3593025","4.2576632","-1.8973026","-3.0103054","-1.0614514","-6.445542","-7.333112","3.8957863","5.167529","-1.5018048","-2.614802","20.124716","0.071719","4.0240254","-5.9148245","0.20966554","4.527031","0.14454737","4.464568","-0.58988726","3.5968397","2.6145506","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-3.4084122","0.0","0.0","0.0","0.0","0.0"
"Atopic wheeze","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Atopy","5.3378305","3.4294627","-1.4032615","-0.82903564","-1.6978196","-3.0251868","-2.3961887","7.3133864","4.53638","-0.0013449753","-1.6687832","5.086405","5.228676","-1.7138798","3.3004942","-2.5590477","-4.053565","2.832289","1.3539023","5.192173","-1.9828923","-6.3530636","-1.0374632","1.9225938","1.7897311","1.9183894","2.547889","0.16810356","6.3720794","2.621086","3.6523135","2.077954","3.9261656","-7.9126368","-9.673949","-15.049103","-2.3360565","-4.0905335e-05","3.723528","8.955975","-4.261555","5.242927","-3.5753736","0.7272816","-6.9246244","7.112312","-2.7618191","2.6506178","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7154852","0.0","0.0","0.0","0.0","0.0"
"Atrial fibrillation","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Atrophic gastritis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Attention Deficit Hyperactivity Disorder","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Attention-deficit/hyperactivity disorder","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
