"microbe","microbe_peryton_author_svd64_000","microbe_peryton_author_svd64_001","microbe_peryton_author_svd64_002","microbe_peryton_author_svd64_003","microbe_peryton_author_svd64_004","microbe_peryton_author_svd64_005","microbe_peryton_author_svd64_006","microbe_peryton_author_svd64_007","microbe_peryton_author_svd64_008","microbe_peryton_author_svd64_009","microbe_peryton_author_svd64_010","microbe_peryton_author_svd64_011","microbe_peryton_author_svd64_012","microbe_peryton_author_svd64_013","microbe_peryton_author_svd64_014","microbe_peryton_author_svd64_015","microbe_peryton_author_svd64_016","microbe_peryton_author_svd64_017","microbe_peryton_author_svd64_018","microbe_peryton_author_svd64_019","microbe_peryton_author_svd64_020","microbe_peryton_author_svd64_021","microbe_peryton_author_svd64_022","microbe_peryton_author_svd64_023","microbe_peryton_author_svd64_024","microbe_peryton_author_svd64_025","microbe_peryton_author_svd64_026","microbe_peryton_author_svd64_027","microbe_peryton_author_svd64_028","microbe_peryton_author_svd64_029","microbe_peryton_author_svd64_030","microbe_peryton_author_svd64_031","microbe_peryton_author_svd64_032","microbe_peryton_author_svd64_033","microbe_peryton_author_svd64_034","microbe_peryton_author_svd64_035","microbe_peryton_author_svd64_036","microbe_peryton_author_svd64_037","microbe_peryton_author_svd64_038","microbe_peryton_author_svd64_039","microbe_peryton_author_svd64_040","microbe_peryton_author_svd64_041","microbe_peryton_author_svd64_042","microbe_peryton_author_svd64_043","microbe_peryton_author_svd64_044","microbe_peryton_author_svd64_045","microbe_peryton_author_svd64_046","microbe_peryton_author_svd64_047","microbe_peryton_author_svd64_048","microbe_peryton_author_svd64_049","microbe_peryton_author_svd64_050","microbe_peryton_author_svd64_051","microbe_peryton_author_svd64_052","microbe_peryton_author_svd64_053","microbe_peryton_author_svd64_054","microbe_peryton_author_svd64_055","microbe_peryton_author_svd64_056","microbe_peryton_author_svd64_057","microbe_peryton_author_svd64_058","microbe_peryton_author_svd64_059","microbe_peryton_author_svd64_060","microbe_peryton_author_svd64_061","microbe_peryton_author_svd64_062","microbe_peryton_author_svd64_063"
"Acinetobacter junii","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Acinetobacter lwoffii","0.78775996","3.0072565","-0.7441273","-0.21220125","-0.9551603","-0.10813993","-1.6688299","-2.5772583","-0.8143069","-0.39354187","2.219421","0.18843217","-2.0511315","0.7410777","0.6187005","-3.2578895","-1.2078037","0.31409967","0.29009718","0.038472034","-0.9852228","-0.5950421","0.405041","-0.20905516","0.36440644","0.29986984","0.29384995","0.702532","0.9127107","0.51882553","0.7416189","-1.1829774","0.8733137","4.7320004","0.4899051","1.1517445","-0.14725532","-1.1971332","-3.5513868","-2.555359","-1.9863995","-0.70513314","0.2956813","-4.2681675","2.045791","3.853322","5.247167","-4.5537333","4.777675","0.0055535864","-2.6411827","-1.0590901","-0.902164","1.6635634","-0.37215075","1.435062","0.8122326","1.6133937","-0.8038968","-1.1965412","0.19055349","-0.0057435315","1.1615729","0.48280227"
"Acinetobacter radioresistens","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Acinetobacter rhizosphaerae","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Acremonium","1.5782328","-1.25605","-4.016267","-0.15462178","-1.1087897","-0.05473008","0.26235434","-1.3051506","-1.0258021","-0.016654752","1.2681986","-0.7662477","0.5356946","-0.07851397","0.040097598","6.0489407","3.8722908","-0.88896286","0.985482","0.05587802","0.8112287","0.73746836","0.083503835","1.6383669","-0.13385767","-0.7741339","-0.66230124","-0.5913654","-0.6073707","0.5160684","-0.22036688","1.1283857","0.77358675","-0.8860185","0.20732693","0.037898198","-0.24867225","-0.17643891","0.20144933","-0.12450559","0.14001445","-0.9102671","0.32286677","-2.022346","-1.0417738","-0.3828038","-0.802319","-1.1260294","-0.2602269","-1.0175161","0.95803916","0.88855463","-0.2548374","0.24653749","0.95027477","-0.15627646","0.2195515","-1.110516","-0.18281029","-0.7648476","0.87516946","-0.18168527","0.21764582","-0.69621915"
"Acroconidiella","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Actinobacillus","-0.22144714","-0.84108704","0.38997415","-0.04354237","-0.62403506","0.07631542","0.44241017","-1.9189236","2.2297537","1.047537","0.9717452","0.87596315","1.700117","-1.5068165","1.2382541","-2.1224532","-0.65288186","0.12869331","-0.4251153","-0.6789772","-1.2098937","-0.72722113","-0.5642801","-0.19805357","-0.4429938","-0.32764828","-0.636347","1.2926966","-2.5934775","-1.0501287","-3.5486376","6.5497885","-1.321027","-3.0144029","-0.87786037","0.72953564","1.45343","0.050082102","-5.5971403","1.4540408","3.891314","1.5772337","-0.016695445","2.4379756","3.215602","-1.1194429","-1.0493114","-2.3451135","4.3594985","-2.4543452","1.5893711","-0.59795684","-0.16498147","0.30094835","1.8115079","2.6477299","1.8563379","-3.8961227","6.014915","-1.2946714","-0.04813485","2.3529859","1.0246749","-2.9956164"
"Actinobacillus actinomycetemcomitans serotype a","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Actinobacillus pleuropneumoniae","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Actinobacteria","-0.6457028","-0.010047055","-0.00026836796","-0.0041247816","-0.036189757","-0.008469282","0.008511205","0.074596874","-0.035206635","0.0015374186","-0.01255596","0.016648747","-0.039884035","0.02610928","0.003732615","0.02848612","-0.05532876","-0.014677334","-0.008526492","-0.019457307","-0.012463693","0.018750137","0.07887595","-0.017821385","0.027162947","0.013125571","0.026963089","-0.06052727","0.0068614455","-0.005054029","-0.0033867853","-0.081179895","-0.018460073","-0.009096141","-0.07903903","-0.0052933046","0.014259784","-0.04642522","0.026618341","-0.02327637","0.031559963","-0.02122724","-0.05501859","-0.013782678","-0.014838264","-0.04886892","-0.03082124","0.04633878","0.020499138","0.01072561","0.04980896","-0.09822509","-0.013494805","0.018726338","0.021267727","-0.032894276","-0.22195785","-0.24467288","0.07864439","0.08132811","0.122368045","-0.16789798","0.09985453","0.021680636"
"Actinobaculum","1.8721354","0.19257203","0.49623153","-0.13180408","-0.29976222","-0.24270989","0.5028247","1.9189271","0.19433276","0.1651537","-1.328927","-0.018903615","-0.46452442","0.5183326","-0.08649761","0.25396642","-2.723021","1.0159156","-0.63986903","-0.59826815","-1.7597148","-0.15626633","7.740582","11.054654","-2.0072463","-2.638206","-3.1167426","0.5803723","-0.41663194","-0.5131807","1.1946371","-0.5406171","-0.82266647","-0.6718436","-0.4652946","0.10346644","-0.64841133","0.20379187","-0.11558831","-0.31308404","-0.33423296","2.036999","-0.40145057","3.8073626","3.4653842","1.9303459","-0.55677557","0.63625795","0.38392505","1.3685709","-3.0645676","0.58109874","-2.9303122","-0.012885258","0.85669786","2.5466883","1.4497448","4.064502","-0.382672","0.36383235","2.0935335","-0.23970339","1.1095111","-0.9162619"
"Actinobaculum massiliense","1.8721354","0.19257203","0.49623153","-0.13180408","-0.29976222","-0.24270989","0.5028247","1.9189271","0.19433276","0.1651537","-1.328927","-0.018903615","-0.46452442","0.5183326","-0.08649761","0.25396642","-2.723021","1.0159156","-0.63986903","-0.59826815","-1.7597148","-0.15626633","7.740582","11.054654","-2.0072463","-2.638206","-3.1167426","0.5803723","-0.41663194","-0.5131807","1.1946371","-0.5406171","-0.82266647","-0.6718436","-0.4652946","0.10346644","-0.64841133","0.20379187","-0.11558831","-0.31308404","-0.33423296","2.036999","-0.40145057","3.8073626","3.4653842","1.9303459","-0.55677557","0.63625795","0.38392505","1.3685709","-3.0645676","0.58109874","-2.9303122","-0.012885258","0.85669786","2.5466883","1.4497448","4.064502","-0.382672","0.36383235","2.0935335","-0.23970339","1.1095111","-0.9162619"
"Actinobaculum schaalii","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Actinomyces","-0.6154781","-0.029298706","-0.0691728","-0.078602836","0.04864067","-0.10345539","0.021242602","0.13482182","-0.031740207","0.108144656","0.099130526","-0.13907337","0.026231503","0.07601435","-0.18717599","0.047326542","0.18878241","0.180572","-0.039181348","-0.066329926","0.07829403","-0.08651256","-0.022636857","0.023699507","-0.25251764","0.10782624","-0.21459","-0.1582713","0.6749597","-0.08652379","-0.069734775","-0.16611746","0.11892808","-0.12969747","0.18448745","-0.23173307","0.31449518","0.37202218","-0.4720183","0.07054719","0.7859551","-0.401456","0.18557191","-0.014328913","-0.1564385","-0.57120615","0.34567305","0.080383025","0.65808666","-0.705474","-0.34515643","-0.15990074","-0.9244597","-0.18976484","0.36050135","0.06533368","0.99581677","0.044802625","0.5426889","0.2783996","-0.26791063","-0.6168653","-1.267926","0.642093"
"Actinomyces dentalis","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Actinomyces europaeus","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Actinomyces georgiae","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Actinomyces gerencseriae","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Actinomyces graevenitzii","1.1932778","0.20043984","0.4595139","-0.19911756","-0.29913083","-5.5713744","0.091990486","1.5753","-2.5213702","0.23163667","-1.4083596","6.428225","0.9210483","-0.02894141","1.5990199","1.5934601","-0.68485725","1.6461264","-0.95069134","-0.18630952","-1.3917581","-2.910416","-4.498484","0.45955765","-1.7469031","0.40983167","-0.7677688","2.6295097","-1.1354833","0.055758335","1.3267952","-1.2358242","-0.34246308","-0.32130772","0.29325095","0.7506133","-1.6437768","1.1492813","1.0042944","-0.8106121","1.8245468","0.4193465","-3.1188755","-0.5470913","0.47527075","0.4786109","0.36678275","-0.48127228","-1.6709876","-0.5954175","-2.9900258","-0.98497856","-0.4256046","-0.26163492","0.6079148","0.31576273","-1.7183135","-0.6447079","1.8077537","-0.65249205","0.09352576","1.1937809","-0.18755695","0.015286924"
"Actinomyces israelii","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
