"disease","disease_disbiome_author_svd64_000","disease_disbiome_author_svd64_001","disease_disbiome_author_svd64_002","disease_disbiome_author_svd64_003","disease_disbiome_author_svd64_004","disease_disbiome_author_svd64_005","disease_disbiome_author_svd64_006","disease_disbiome_author_svd64_007","disease_disbiome_author_svd64_008","disease_disbiome_author_svd64_009","disease_disbiome_author_svd64_010","disease_disbiome_author_svd64_011","disease_disbiome_author_svd64_012","disease_disbiome_author_svd64_013","disease_disbiome_author_svd64_014","disease_disbiome_author_svd64_015","disease_disbiome_author_svd64_016","disease_disbiome_author_svd64_017","disease_disbiome_author_svd64_018","disease_disbiome_author_svd64_019","disease_disbiome_author_svd64_020","disease_disbiome_author_svd64_021","disease_disbiome_author_svd64_022","disease_disbiome_author_svd64_023","disease_disbiome_author_svd64_024","disease_disbiome_author_svd64_025","disease_disbiome_author_svd64_026","disease_disbiome_author_svd64_027","disease_disbiome_author_svd64_028","disease_disbiome_author_svd64_029","disease_disbiome_author_svd64_030","disease_disbiome_author_svd64_031","disease_disbiome_author_svd64_032","disease_disbiome_author_svd64_033","disease_disbiome_author_svd64_034","disease_disbiome_author_svd64_035","disease_disbiome_author_svd64_036","disease_disbiome_author_svd64_037","disease_disbiome_author_svd64_038","disease_disbiome_author_svd64_039","disease_disbiome_author_svd64_040","disease_disbiome_author_svd64_041","disease_disbiome_author_svd64_042","disease_disbiome_author_svd64_043","disease_disbiome_author_svd64_044","disease_disbiome_author_svd64_045","disease_disbiome_author_svd64_046","disease_disbiome_author_svd64_047","disease_disbiome_author_svd64_048","disease_disbiome_author_svd64_049","disease_disbiome_author_svd64_050","disease_disbiome_author_svd64_051","disease_disbiome_author_svd64_052","disease_disbiome_author_svd64_053","disease_disbiome_author_svd64_054","disease_disbiome_author_svd64_055","disease_disbiome_author_svd64_056","disease_disbiome_author_svd64_057","disease_disbiome_author_svd64_058","disease_disbiome_author_svd64_059","disease_disbiome_author_svd64_060","disease_disbiome_author_svd64_061","disease_disbiome_author_svd64_062","disease_disbiome_author_svd64_063"
"Alzheimers disease","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Amyotrophic lateral sclerosis","1.2645738","-0.15066785","0.076640084","0.18083754","-0.048786826","0.027173325","-0.07644807","-0.1149266","0.0069500445","-0.041716795","-0.07982249","-0.052316252","-0.1365363","-0.18021281","-0.20807883","-0.25267336","0.24521163","0.34804878","0.19805494","-0.20577475","-1.5000757","-0.064814925","-0.70104665","0.47843695","1.753559","1.0368024","-1.0217513","-0.48949385","0.15142839","0.120647736","0.15202422","-0.24134721","-1.3109244","0.87269294","-0.671691","-0.71009433","-3.1273034","-1.5338974","-1.7972984","0.55380386","0.39758098","-0.7317251","0.97202265","0.15811457","-0.23334697","-2.3647504","-1.4708325","-3.4021227","1.589882","0.7868933","-1.9200011","-0.02741862","-0.61074555","-3.347787","-0.8086224","0.019891504","-0.030168438","0.13593","1.2886522","-0.40635544","-0.31865296","3.081361","1.0617367","0.30626404"
"Ankylosing Spondylitis","0.8485755","-0.057668462","-0.022376522","0.018122945","0.017772477","0.007681501","0.045703568","0.009985811","-0.043704424","0.04155195","-0.039673798","0.04493417","-0.05040641","0.2425112","-0.21327801","-0.084015615","0.5741895","0.21880771","0.85007304","0.89663756","-0.95239294","1.7519538","2.7805545","-0.9395165","-0.7688987","0.7885319","-0.15069301","1.8289279","-0.02155204","-2.5385373","1.2195045","-1.2389332","3.1371353","4.043611","-0.886544","-1.2237941","1.0992517","2.0389643","-2.5220687","0.3877129","0.3774497","-0.99982494","-0.64255625","-2.2409658","-0.83741546","-0.72035855","-3.611724","1.374521","-0.011229245","-1.5919986","-2.011402","1.9204693","0.92033565","-1.1773388","1.1792223","-3.0738342","-0.22168559","3.1115527","-1.125242","-1.5470792","-0.5699624","1.4900441","1.5872309","0.05189218"
"Ankylosing spondylitis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Anorexia Nervosa","1.2683688","-0.1848974","-0.011733364","0.04042244","0.0007636608","0.016293362","-0.001863441","0.0028679199","-0.003624042","-0.010678354","-0.019415129","0.6098712","-0.32496977","0.42861024","0.005196086","-0.003144854","-0.29163373","0.89358085","0.38388354","-0.03671298","-0.75464946","0.95986587","-1.5456612","-1.2180667","0.40469477","-0.60952646","-0.19163339","-0.6545153","0.973339","-1.4239658","1.2906307","-0.64535826","1.5618973","-1.6416603","0.23785281","0.4652547","-0.9424935","0.7939667","1.761173","1.9782057","3.890924","-0.71850246","-1.5215015","1.7882125","-0.8929706","-0.5854267","4.021284","-0.6251553","-0.65463364","0.07976302","-0.1041056","0.56560475","0.15996717","-2.0111248","1.848334","-1.2634329","-0.2980959","-0.3246255","0.65652573","0.55190235","2.9709616","-0.20637776","-3.5995154","-0.051253907"
"Anorexia nervosa","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Anovulation","1.2726228","-0.12494227","0.035771087","-0.12553683","-0.021191135","0.03646497","-0.124622956","-0.082306005","0.044413786","0.0035878753","-0.1328683","-0.10114682","-0.044254586","-0.013456953","-0.22538729","-0.12961805","0.06474482","-0.13045245","0.06623532","0.24539247","0.46486858","0.3951393","-0.010951813","-0.12098956","-1.0262959","3.2939777","-0.20266354","1.9035456","2.3302581","0.20974645","0.432178","-0.8409219","-1.9533887","-1.3658651","0.6708998","-0.91006994","1.1628858","0.09327496","-0.22699864","-1.9527494","-0.47305542","-0.6193965","-1.2320013","1.3480843","-0.37309468","-2.4092746","-2.487876","0.46565616","1.170751","1.91418","-2.369716","1.8406054","0.39948133","-0.07712459","0.43299216","1.3966568","0.44704026","0.3274092","0.22870529","-0.76805955","-0.017672153","2.3606198","-0.10303916","-1.7540362"
"Anti-N-methyl-D-aspartate receptor encephalitis","1.3093797","-0.16915044","0.005721476","0.121435635","-0.019829515","-0.0153276855","-0.0711795","-0.08060149","-0.06657363","-0.020922914","0.008434302","-0.086158566","-0.027879665","-0.021550026","-0.081016205","0.10225876","0.05286808","0.07927998","-0.35392633","-0.016964883","0.5614794","0.9646264","0.6704634","-0.800993","0.7428439","-1.9942312","0.6659488","-0.2048441","-0.62748045","-0.18034941","-0.41696653","2.7081206","1.0253122","2.8685598","0.03510776","-2.3238852","0.048284188","-1.3941084","-1.2141614","0.77456504","-0.06330372","1.3405237","0.6860732","-0.2814962","-1.8568541","-1.1146011","0.0094833495","-0.39412546","-1.1897867","-2.6265903","1.1787289","1.1037573","0.3196582","-0.74780303","0.1434194","1.9249287","-0.59525394","-2.067039","0.7893417","-1.497706","-0.54767925","0.52094537","0.16351065","-0.3134292"
"Antrochoanal polyps","1.3589619","-0.20062765","-0.060444076","-0.023943074","-0.00420652","-0.07634938","-0.07883718","-0.04261834","-0.057908017","-0.11023133","-0.03198501","-0.057029847","-0.021299645","0.02183895","-0.24185991","-0.26619864","0.33799782","-0.31647047","-0.10138107","-0.11142171","-0.057313565","-0.8307506","-0.6136778","-0.9135845","-0.583059","0.97706753","-1.4776883","-2.013154","-0.16698904","-1.2901264","1.9458978","-2.2944279","-0.46882018","-0.77478534","-3.5543764","-0.25656018","2.0172951","0.3434349","1.7420565","0.3508469","0.46815926","-4.2630153","-0.7101705","1.5283656","-1.7242057","0.33143362","1.2131015","0.93454176","-0.1415276","3.2452683","2.5511878","-0.152459","-1.7916408","1.3481814","-0.8362196","-0.5358239","2.2965786","-0.28173116","1.3739336","-0.8220476","-0.9094002","2.53265","1.0387808","-0.71058613"
"Aphthous stomatitis","1.3550911","-0.19476454","-0.081318595","-0.007283481","-0.0034729987","0.0214293","0.029228093","0.26289016","0.08894717","-0.1762723","-0.045583878","-0.19027795","-0.06904486","0.018959384","-0.17548254","0.13150938","0.16768806","0.11694365","-0.24650191","-1.2523801","0.26766175","-0.8073109","-0.5473955","-0.599451","0.7629598","0.049859166","-0.19218563","-1.9764297","-1.1252259","1.6070483","-1.475384","-0.05629001","-0.181148","1.5822141","2.7894473","0.16593722","2.1367052","1.6074196","0.56757134","-1.3848176","-0.05193452","-2.1149876","-2.5315092","0.6838419","-0.5105502","2.3261776","-1.4657147","1.3021814","0.8061153","1.4655988","0.20513552","0.301227","0.59590626","1.125676","-1.1429578","-0.26047456","-1.2644475","-2.3220396","-1.3484235","-0.60945964","1.5575373","0.78533113","-2.3185647","-1.044901"
"Aphthous ulcer","1.192057","-0.15633795","-0.01816227","-0.03158247","0.007655308","0.011067148","-0.0024516715","0.3129524","0.061903726","-0.07973841","0.0038986297","-0.099285595","-0.018785158","-0.1572548","-0.086679265","-0.050610673","0.13745865","0.28296417","0.32055855","-0.39406952","1.5165614","-1.0900456","0.3718064","-0.016063595","0.4151342","-0.8437257","0.9006656","-1.5023568","-1.0262545","-0.3684106","-1.6211194","-0.1438819","-1.0321451","-1.9563483","3.466682","1.8232206","0.0066419635","2.1342869","-1.4783","-0.27923864","-1.5194242","-0.8075881","-1.4558825","2.6355333","0.2862395","-0.04692334","-1.2728586","-1.1163791","-2.0498705","1.3657401","-1.2805254","-1.3961439","-0.0054226955","0.013545507","-2.7295215","-3.7269578","0.61343086","1.0268573","-0.5270858","0.10318927","1.3235453","0.45312685","0.22703966","3.7226574"
"Appendicitis","1.2604216","0.05311123","-0.20215395","0.055228334","-0.021360734","-0.05163172","0.079466544","-0.18030734","-0.030206727","-0.018134834","-0.06392105","-0.1615841","-0.03393746","0.23340316","0.081195235","-0.2944723","0.12000585","-0.300776","-0.46180212","0.62127244","-0.16901527","0.39938015","0.2787295","1.1389225","-1.4467934","-1.2126046","-0.50116634","-0.9008703","-0.87635565","0.02338597","-0.3779956","1.7696679","0.24012305","0.64806324","0.82323396","-0.6497471","-0.33916274","1.8303013","0.61617976","2.2241995","-1.2500217","-1.8838708","1.8057643","-0.932438","-0.44416997","-0.4804355","1.0753155","-2.5495164","-0.20710474","-0.28962234","2.0768986","-1.5560566","-0.10213758","0.16210467","-0.9554276","0.90929246","1.4751711","0.79778475","1.9410148","1.678015","0.84876907","-0.22532031","-2.9252336","-0.680581"
"Arsenic exposure","1.1895323","-0.04898588","-0.09868914","0.048693694","-0.014491342","-0.0030648154","0.06919128","-0.12331109","-0.031130001","0.011393969","-0.02948736","-0.11225729","-0.17684595","-0.29694113","0.19959533","-0.05282633","-0.31044394","-0.14874674","0.003216735","0.669234","0.0021244015","-0.5645662","0.39382046","-0.7083819","-1.3538173","-0.62719774","-0.41078743","1.4611491","-0.6858828","-0.69727015","-0.16902411","0.5957492","-1.2237929","0.57672215","-0.31796885","1.4840287","-2.24761","-1.8441881","-0.40239704","0.71938676","0.43906483","-1.2608988","1.7975376","-1.4826643","-2.7049015","1.6914598","3.9686134","-0.16638976","-1.3016969","-1.5746716","-0.24452943","-1.6588515","0.77849036","1.340955","-1.1146649","1.5246736","2.2648175","-0.057238676","1.5021472","1.6369824","0.9254416","-0.07632857","1.2728729","1.4104444"
"Ascites","1.3768109","-0.23353696","-0.11678498","0.018603131","-0.043959342","-0.029317113","-0.05050511","-0.06670798","-0.012663934","-0.0998687","-0.093244374","0.0016543004","0.092812404","0.10515061","-0.22116953","-0.17101234","-0.5068718","-0.39786127","0.289684","-0.46529502","0.4563696","0.030629762","-1.9066437","-1.0543345","0.6786555","-0.9005184","-0.17523304","-2.539489","0.7398668","0.46634912","-0.0677688","-1.7038695","0.51230997","-0.38925397","0.6116282","-0.14146313","0.42368343","-2.264243","1.5396235","-1.2613678","-0.34754446","0.63909477","-0.28033957","-1.3376294","-0.46210185","0.6961314","0.1571111","2.1391413","2.0359902","-3.2711003","-0.5182537","1.0074006","0.11655777","0.47545975","0.934948","-1.1032983","-3.0986912","0.13726966","0.05689479","-1.1953378","-0.39605787","-3.4215746","-0.50305307","0.04563415"
"Asthma","0.16556732","0.550402","0.1911712","-0.021782955","-0.06462935","-0.0088480385","0.1851501","0.2114808","0.11870913","0.6632256","1.041522","0.36384666","0.07631917","1.0471598","-2.0130298","26.919226","-7.366545","-0.51757","-1.8653393","-0.54857695","-0.7489668","-1.1386168","-0.7917885","0.20746942","-0.3748619","0.21323508","0.24680883","0.63813925","-0.21406692","-0.009896199","0.2694131","-0.1005134","-0.08051383","-0.44465286","0.22605464","-0.16622867","0.083115645","0.37301934","0.065638095","-0.10505008","-0.3291527","-0.10916288","-0.18970628","-0.07279783","-0.09113628","-0.02792167","0.041227434","-0.060267728","0.0685689","-0.029431246","-0.016264206","-0.028797733","0.017852403","-0.08126038","0.08017157","-0.08657142","0.07832067","0.032310218","0.045208696","-0.032607768","-0.11116771","-0.0053258706","-0.08748702","-0.003557966"
"Atherosclerosis","1.0669616","-0.050220966","0.09956671","-0.12124581","-0.040157977","0.018755991","-0.03952294","0.035272308","0.022315618","-0.07644574","-0.013711468","-0.18853633","-0.0063652373","-0.23169549","-0.12571998","-0.18048693","-0.1676105","-0.29182974","0.264215","0.18496987","0.90243274","-0.51249194","1.5266309","-1.0655863","-0.20878813","1.7080389","0.51116365","2.1417763","-0.834965","-0.37355754","-1.1644279","0.16650869","0.188775","1.9839034","2.1252675","0.32235017","2.6069865","-0.9752465","-0.09119343","1.3019686","-1.1091752","0.20064767","-0.08854193","-0.52079564","-1.6844009","-2.794123","0.018420815","1.2046899","-1.1446306","1.3489535","2.4213684","-0.29835925","0.7048501","-0.13549119","0.17435452","-2.4277894","0.5718797","-1.7041467","3.0173466","0.27348894","2.454567","0.84251744","2.232182","-3.3996754"
"Atherosclerotic cardiovascular disease","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Atopic dermatitis","0.87782776","-0.057814643","0.017212184","-0.046547867","0.008511402","0.030306423","-0.088602595","-0.032390818","-0.013248812","-0.04393374","-0.007155998","-0.039359402","-0.050015654","-0.006061867","0.058332138","0.006748267","0.19330788","0.080108844","0.10945174","-0.2767662","-0.08634162","-0.06742783","1.4617461","-1.3580751","-0.92592","3.4841263","0.7714964","-2.320465","-1.8743088","0.61246264","2.2973597","4.66911","2.5446665","0.02264794","0.06303972","-2.6322894","-0.4335574","-1.8502444","1.3547593","3.8623292","2.9910111","2.4085166","-1.5404186","0.057676386","0.78257793","-1.1895486","2.5755897","1.500075","-2.1042595","0.97709846","0.056638077","-0.35931972","3.9136736","0.25633273","-2.957059","1.2121501","-1.0247492","-0.13912475","0.9082271","2.4588382","-0.45079264","-0.0154349785","0.86773854","0.17502709"
"Atopic eczema","1.2673905","-0.22040315","-0.07749191","0.028715396","-0.008680534","0.0032495996","-0.114051625","-0.037434664","0.027476892","-0.053076483","-0.027555497","-0.09227845","-0.0051609296","0.050754145","0.07360252","0.1612876","0.48659924","-0.21342653","0.0002649955","0.09703559","1.4368477","1.4724143","-1.0371813","-0.46672687","0.004260498","0.85254234","-0.5364504","-3.1162856","-0.69502515","-0.32349375","-0.29115957","2.9176164","0.3501493","1.0290099","-1.5859859","-0.19680016","1.703536","-1.3524444","0.12418252","-0.08085097","0.16963077","2.5801675","-1.8774834","-1.3003868","0.45970625","-0.07703194","-0.7954117","-1.5331938","-1.884972","-2.1231675","1.0166243","-2.3542194","-1.4016273","0.23903877","-0.9231002","-1.5901744","-0.89156157","0.3706703","-3.5740318","-0.4721317","-1.3999822","0.7419668","1.3555646","0.56021017"
"Atopic sensitisation","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Atopic wheeze","0.98620427","-0.3392327","-0.11021889","-0.04270286","0.007321641","-0.09843489","-0.1361938","-0.18677574","-0.062465027","-0.1369958","-0.14798899","-0.07017439","0.033119388","-0.2012454","-0.07786412","-0.16258112","0.009837143","-0.039594278","0.0066233827","-0.20102426","-0.71455276","-0.8114196","-0.96952844","0.6826765","0.44178057","-3.3899915","-2.1218908","2.4950442","-2.3876042","-0.15063989","2.4449422","1.499841","-0.77245885","-0.09601074","-1.2481896","-1.045536","-0.4754912","2.2406983","-0.81792283","0.84868145","-1.3905975","0.2650656","1.4224977","-0.6669401","-1.0273923","1.0985395","2.412016","-1.6961676","-1.6377834","0.34428164","1.8830482","-0.84086037","1.4985205","0.7612494","-2.394974","1.8697922","0.06592024","-0.72026235","-0.6419738","1.823421","0.69014835","-0.010224252","0.19605513","5.8639755"
"Atopy","1.3336596","-0.2563181","-0.06439848","0.042994633","-0.029496169","-0.006821785","-0.081020154","-0.076484606","-0.097498216","0.03202415","-0.008010048","-0.2951404","-0.11479841","-0.37037772","-0.22388777","0.016960088","0.24460897","0.058531377","0.29129985","0.3730633","0.5617597","0.6223367","-0.46876705","0.4866705","-0.04439966","-1.173056","1.2787571","-0.68573064","-0.4567469","-1.0229752","1.426983","1.1152573","-2.3288658","-0.0740836","-1.630157","-2.0628119","0.3608991","-1.0978096","-1.245722","-1.8954717","3.2508829","0.024154289","1.0434372","-0.30384415","2.5421963","2.2768242","0.2665747","-0.95907646","-1.7179103","-0.116788045","-0.38979483","-0.6429316","-3.8961325","2.0873728","-0.51695377","1.6036246","-2.1795113","-1.2570087","1.2655008","-1.4646404","1.2052661","-1.9012221","0.1841355","-0.49213898"
